1.3280645760,-0.1146236160
1.2514832470,-0.1656778354
1.1939108907,-0.2040594062
1.0782816881,-0.2811455413
0.9954231015,-0.3363845990
0.8987551157,-0.4008299228
0.7833275336,-0.4777816443
0.7332206668,-0.5111862221
0.6937869596,-0.5374753603
0.6762890801,-0.5491406133
0.6831342609,-0.5445771594
0.7024318731,-0.5317120846
0.6595956512,-0.5602695658
0.7685811797,-0.4876125469
0.8520530262,-0.4319646492
0.9399472739,-0.3733684841
1.0589747448,-0.2940168368
1.1458929963,-0.2360713358
1.3911555844,-0.0725629437
1.3682529679,0.0878313548
1.1413258456,0.2391161029
0.9255965792,0.3829356138
0.8125668800,0.4582887467
0.7690471638,0.4873018908
0.7137542407,0.5241638395
0.6756515823,0.5495656118
0.6356914743,0.5762056838
0.5949270889,0.6033819407
0.3950117230,-1.1618663073
0.4063412249,-1.2277067900
0.4897479713,-1.1299200058
0.4694035947,-1.3835135698
0.4989984035,-1.1188189983
0.5050156116,-1.3304301500
0.4633636773,-1.6678075790
0.5462725163,-1.4927701950
0.6458404064,-1.3966449499
0.5458421707,-1.5348308086
0.6022318602,-1.4801262617
0.7118820548,-1.4832980633
0.7414444089,-1.4667346478
0.7000000000,0.0291835163
0.7000000000,0.0378613584
0.7000000000,0.1663199514
0.7000000000,0.2393273115
0.7000000000,0.3283355534
0.7000000000,0.2643864751
0.7000000000,0.1287600994
0.7000000000,0.1236200780
0.7000000000,0.0780203864
0.7000000000,0.1933025271
0.7000000000,0.2622859180
0.5538302064,1.7668697834
0.5330246091,1.7280319929
0.4611447453,1.5126999617
0.5116860867,1.6706762314
0.4583297968,1.5312663317
0.4592342973,1.6257026196
0.4858853817,1.6411064863
0.5211634636,1.5949007273
0.7159662843,1.4202845097
0.6542122364,1.4616230726
0.6633093953,1.4410293102
0.6752409339,1.3076227903
0.7294435501,1.2553530931
0.7655357718,1.2397501469
0.7463871837,1.2469061613
0.7779638767,1.2044905424
0.7561429739,1.1073981524
0.7202641964,1.0233080387
0.7068325877,0.9623531103
0.6876511574,0.8841529489
0.6415320039,0.8191533089
0.5762320161,0.7660111785
0.5290197134,0.7285044193
0.4133161902,0.6400105953
0.2847944796,-0.2688985467
0.2924172580,-0.3914474249
0.3279830813,-0.3347531259
0.3757832646,-0.3439003229
0.4062781334,-0.3609881997
0.3704965413,-0.2367549688
0.3415051401,-0.3255404234
0.4180343747,-0.2790318131
0.3535503745,-0.3783832192
0.4284690320,-0.3341323137
0.4578217268,-0.2921178043
0.4608374834,-0.2608639896
0.5073317885,-0.2530716658
0.4171035588,-0.3113055825
0.4894254804,-0.2369974852
0.5149387121,-0.2380026579
0.4204591513,-0.2277959883
0.5474695563,-0.2713496983
0.5206175447,-0.2792521417
0.4954589903,-0.2417423725
0.5894342065,-0.1789378077
0.5943647623,-0.1544941515
0.6318942904,-0.1006658971
0.8418524265,-0.1237965301
0.8497242332,-0.1110557988
0.8492197394,-0.0321959890
0.8374584913,-0.0136601822
0.8625393510,0.0191296469
0.8043829799,0.0986469686
0.8120477796,0.1251128167
0.8000031114,0.0935942233
0.8062114716,0.0966236442
0.7935671210,0.1376838237
0.8361626863,0.1136936694
0.8042913079,0.1707749963
0.7796066403,0.1365237087
0.8447467685,0.0897030830
0.8656384945,0.0552190430
0.7770622373,-0.0283885077
0.8254055977,-0.0863368362
0.7762910724,-0.1887812614
0.6069605947,-1.7276953459
0.4257805645,-1.7204862833
0.3666151166,-1.6548935175
0.3507603407,-1.4811524153
0.4021907151,-1.4487452507
0.3835166395,-1.3679758310
0.2853588760,-1.3715589046
0.3443011343,-1.4974787235
0.4356206059,-1.4809859991
0.4198140800,-1.5696535110
0.4318580925,-1.4341614246
0.4100664854,-1.3934338093
0.4538302720,-1.6197071075
0.4608871639,-1.5667020082
0.4526474774,-1.5821402073
0.4266369939,-1.4929686785
0.6583835483,-1.5632296801
0.6387223005,-1.4625076056
0.7157657743,-1.4758738279
0.7482530475,-1.3930960894
0.6913338304,-0.0040863887
0.6547144055,0.0075059659
0.6731401682,-0.0080373622
0.6521781087,-0.0277108699
0.6687375903,-0.0433098935
0.6378856301,-0.0390160382
0.5905194283,-0.0366741382
0.6400650144,-0.0469761975
0.6589032412,-0.0374223478
0.6461208463,-0.0423969515
0.6532681584,-0.0647551641
0.6240950823,-0.1074782982
0.6472611427,-0.0577117056
0.6518806219,-0.0453142412
0.6603748202,-0.0689323694
0.8513371348,-0.0353419073
0.8751690984,-0.0079558473
0.8812485933,0.0038203627
0.8522796631,0.0017875026
0.8520045280,-0.0340440981
0.7435659766,0.0547702387
0.8223925233,-0.1039522812
0.7833841443,-0.1676835120
0.7964918613,-0.2136243433
0.8068819046,-0.1860764325
0.8479477763,-0.0575573705
0.7856292129,-0.1508698165
0.8452833891,-0.0757282972
0.8715341091,-0.0273919050
0.7000000000,0.0050511556
0.7000000000,-0.0022024165
0.7000000000,-0.0048220255
0.7000000000,-0.0109821390
0.7000000000,0.0030215932
0.7000000000,0.0184864085
0.7000000000,0.0178669356
0.7000000000,0.0260526557
0.7000000000,0.0322514214
0.7000000000,0.0317576081
0.7000000000,0.0557620674
0.7194629908,1.5452041626
0.7695633173,1.3931611776
0.7520750165,1.3637166023
0.5014501214,1.3179888725
0.4660950899,1.4246178865
0.3893762231,1.4802631140
0.4125359356,1.2420718670
0.3938700259,1.3448747396
0.3868355453,1.1723115444
0.3082721233,1.3014786243
0.2965974212,1.3028781414
0.3186400533,1.2432056665
0.4358636737,1.5246195793
0.4416934252,1.6251147985
0.4888642728,1.6341674328
0.5514823794,1.5462360382
0.5118998289,1.5051486492
0.5876835585,1.4491831064
0.5526093841,1.4395331144
0.5561701655,1.4756250381
0.6175068617,1.3708750010
0.6058222055,1.3156696558
0.6365379095,1.2856431007
0.6793022752,1.2029583454
0.5760834217,0.1990346164
0.5601595640,0.1732928306
0.5797461271,0.2126748860
0.5705858469,0.1850661039
0.5815377235,0.1968274117
0.6228031516,0.1447050422
0.6008398533,0.1289527863
0.6463655233,0.0619537570
0.6631948948,0.0336219333
0.6569639444,0.0193317514
0.6528535485,0.0270045791
0.6802515984,-0.0090278722
0.6640581489,-0.0047185863
0.6685157418,0.0334874466
0.6881998181,0.0319644250
0.6691451073,0.0405794159
0.6843200922,0.0074826228
0.6828678846,-0.0022291630
0.6610077620,0.0068059978
0.6618551612,-0.0130038233
0.6813853383,-0.0223377999
0.6789273620,-0.0119812870
0.6448528767,-0.0632118583
0.6523894072,-0.0273451172
0.6777576804,-0.0060288250
0.6764473915,-0.0152736204
0.6500914097,-0.0174622964
0.8236228228,0.0166362207
0.8701888323,-0.0390520506
0.8480213881,-0.0145617146
0.8034524322,-0.0920697376
0.8426442146,-0.0875704661
0.8063362837,-0.0623464584
0.8255633116,-0.0071751359
0.8145940900,-0.1375845671
0.8281614780,-0.1073328853
0.8265024424,-0.1174959764
0.8282705545,-0.0913541391
0.8017805219,-0.0731739029
0.8263799548,-0.0681917965
0.8687274456,-0.0246197823
0.8450713754,-0.0088974629
0.8191092014,-0.0497768968
0.8756257892,-0.0258100796
0.8477364182,-0.0531848371
0.8746784329,-0.0154682333
0.8803439140,-0.0123079559
0.8717058301,0.0048938412
0.8735408187,0.0423963331
0.8610178232,0.0626468137
